Order ID,Region,Category,Date,Revenue,Cost,Discount,Units Sold,Profit
ORD-005023,North,Electronics,2025-04-03,745.76,483.43,0.24,3,262.33
ORD-005024,North,Clothing,2025-04-01,57.61,35.09,0.33,1,22.52
ORD-005025,North,Furniture,2025-04-18,731.57,511.94,0.05,4,219.63
ORD-005026,North,Electronics,2025-04-04,516.61,339.48,0.2,2,177.13
ORD-005027,North,Clothing,2025-04-02,305.73,193.33,0.27,5,112.4
ORD-005028,North,Clothing,2025-04-21,111.79,73.66,0.23,2,38.13
ORD-005029,North,Electronics,2025-04-01,1113.48,695.76,0.05,5,417.72
ORD-005030,North,Electronics,2025-04-27,576.25,391.88,0.32,3,184.37
ORD-005031,North,Clothing,2025-04-02,154.31,95.17,0.1,2,59.14
ORD-005032,North,Clothing,2025-04-04,285.67,186.52,0.18,5,99.15
ORD-005033,North,Groceries,2025-04-13,56.15,44.2,0.03,2,11.95
ORD-005034,North,Groceries,2025-04-26,177.31,140.22,0.08,4,37.09
ORD-005035,North,Electronics,2025-04-06,796.44,451.54,0.06,4,344.9
ORD-005036,North,Groceries,2025-04-14,193.99,132.92,0.03,5,61.07
ORD-005037,North,Clothing,2025-04-10,162.73,108.36,0.11,3,54.37
ORD-005038,North,Furniture,2025-04-18,1043.64,765.82,0.16,5,277.82
ORD-005039,North,Electronics,2025-04-13,1205.97,792.7,0.33,5,413.27
ORD-005040,North,Clothing,2025-04-11,355.56,226.37,0.01,5,129.19
ORD-005041,North,Electronics,2025-04-07,203.67,128.97,0.12,1,74.7
ORD-005042,North,Groceries,2025-04-14,81.17,66.78,0.18,2,14.39
ORD-005043,North,Electronics,2025-04-03,407.62,258.71,0.22,2,148.91
ORD-005044,North,Groceries,2025-04-20,45.65,35.68,0.24,1,9.97
ORD-005045,North,Electronics,2025-04-14,1000.76,642.3,0.14,5,358.46
ORD-005046,North,Clothing,2025-04-11,313.08,181.35,0.32,5,131.73
ORD-005047,North,Furniture,2025-04-21,283.12,191.82,0.28,2,91.3
ORD-005048,North,Groceries,2025-04-22,151.15,109.82,0.32,5,41.33
ORD-005049,North,Groceries,2025-04-22,59.22,46.16,0.18,2,13.06
ORD-005050,North,Furniture,2025-04-12,172.33,114.98,0.26,1,57.35
ORD-005051,North,Furniture,2025-04-10,526.7,345.22,0.22,3,181.48
ORD-005052,North,Furniture,2025-04-01,397.47,268.01,0.08,2,129.46
ORD-005053,South,Clothing,2025-04-21,134.11,72.3,0.11,3,61.81
ORD-005054,South,Electronics,2025-04-18,855.34,504.51,0.21,4,350.83
ORD-005055,South,Furniture,2025-04-16,536.78,405.06,0.14,3,131.72
ORD-005056,South,Electronics,2025-04-16,498.1,281.18,0.16,2,216.92
ORD-005057,South,Electronics,2025-04-01,715.32,489.64,0.05,3,225.68
ORD-005058,South,Furniture,2025-04-28,175.99,129.57,0.06,1,46.42
ORD-005059,South,Groceries,2025-04-01,36.32,29.92,0.23,1,6.4
ORD-005060,South,Electronics,2025-04-23,231.84,146.88,0.05,1,84.96
ORD-005061,South,Electronics,2025-04-27,214.82,130.26,0.05,1,84.56
ORD-005062,South,Electronics,2025-04-15,450.51,254.61,0.05,2,195.9
ORD-005063,South,Electronics,2025-04-01,576.56,388.18,0.01,3,188.38
ORD-005064,South,Electronics,2025-04-16,338.64,224.54,0.35,2,114.1
ORD-005065,South,Electronics,2025-04-01,463.1,265.41,0.34,2,197.69
ORD-005066,South,Furniture,2025-04-23,572.66,432.66,0.14,4,140.0
ORD-005067,South,Groceries,2025-04-13,41.56,31.03,0.32,1,10.53
ORD-005068,South,Clothing,2025-04-12,239.99,141.43,0.24,3,98.56
ORD-005069,South,Electronics,2025-04-06,237.25,164.57,0.35,1,72.68
ORD-005070,South,Electronics,2025-04-05,522.26,352.44,0.18,2,169.82
ORD-005071,South,Furniture,2025-04-02,323.99,248.66,0.2,2,75.33
ORD-005072,South,Electronics,2025-04-06,754.09,428.23,0.02,4,325.86
ORD-005073,South,Clothing,2025-04-08,58.85,35.31,0.11,1,23.54
ORD-005074,South,Furniture,2025-04-25,471.68,352.12,0.09,3,119.56
ORD-005075,South,Electronics,2025-04-03,623.42,387.64,0.27,3,235.78
ORD-005076,South,Electronics,2025-04-17,433.99,257.9,0.21,2,176.09
ORD-005077,South,Electronics,2025-04-11,968.43,649.6,0.25,4,318.83
ORD-005078,South,Electronics,2025-04-03,877.98,522.68,0.11,4,355.3
ORD-005079,South,Furniture,2025-04-12,187.03,114.76,0.1,1,72.27
ORD-005080,South,Electronics,2025-04-07,418.14,249.61,0.05,2,168.53
ORD-005081,South,Groceries,2025-04-11,95.8,75.03,0.23,3,20.77
ORD-005082,South,Groceries,2025-04-25,148.24,100.36,0.17,5,47.88
ORD-005083,South,Electronics,2025-04-16,852.07,475.96,0.31,4,376.11
ORD-005084,South,Furniture,2025-04-05,483.81,340.25,0.16,3,143.56
ORD-005085,South,Furniture,2025-04-05,785.89,569.35,0.31,5,216.54
ORD-005086,South,Clothing,2025-04-24,206.5,108.75,0.27,4,97.75
ORD-005087,South,Clothing,2025-04-10,127.1,80.09,0.35,2,47.01
ORD-005088,South,Groceries,2025-04-14,72.76,53.25,0.3,2,19.51
ORD-005089,South,Clothing,2025-04-27,75.94,43.28,0.34,1,32.66
ORD-005090,South,Clothing,2025-04-07,238.49,148.14,0.08,4,90.35
ORD-005091,South,Electronics,2025-04-16,688.85,428.83,0.28,3,260.02
ORD-005092,South,Electronics,2025-04-18,836.1,578.36,0.14,4,257.74
ORD-005093,South,Clothing,2025-04-21,59.81,35.7,0.17,1,24.11
ORD-005094,South,Electronics,2025-04-15,1025.58,668.67,0.05,5,356.91
ORD-005095,South,Furniture,2025-04-13,152.82,110.69,0.13,1,42.13
ORD-005096,South,Furniture,2025-04-12,709.51,530.28,0.1,4,179.23
ORD-005097,South,Electronics,2025-04-19,1138.22,637.04,0.15,5,501.18
ORD-005098,South,Electronics,2025-04-22,455.09,308.84,0.23,2,146.25
ORD-005099,South,Groceries,2025-04-28,32.09,24.83,0.25,1,7.26
ORD-005100,South,Groceries,2025-04-15,80.68,66.5,0.02,2,14.18
ORD-005101,South,Groceries,2025-04-08,26.25,21.5,0.24,1,4.75
ORD-005102,South,Furniture,2025-04-10,962.91,594.67,0.21,5,368.24
ORD-005103,South,Furniture,2025-04-07,352.59,272.19,0.3,2,80.4
ORD-005104,South,Furniture,2025-04-28,627.05,420.97,0.14,4,206.08
ORD-005105,South,Groceries,2025-04-08,38.68,31.75,0.26,1,6.93
ORD-005106,South,Clothing,2025-04-21,264.69,141.67,0.26,4,123.02
ORD-005107,South,Electronics,2025-04-04,782.79,440.18,0.01,3,342.61
ORD-005108,South,Electronics,2025-04-24,995.29,573.66,0.14,4,421.63
ORD-005109,South,Clothing,2025-04-19,258.59,147.33,0.21,5,111.26
ORD-005110,South,Electronics,2025-04-22,926.79,636.14,0.24,4,290.65
ORD-005111,South,Clothing,2025-04-22,273.26,152.94,0.18,4,120.32
ORD-005112,South,Clothing,2025-04-24,60.54,38.57,0.08,1,21.97
ORD-005113,South,Electronics,2025-04-07,414.34,266.14,0.17,2,148.2
ORD-005114,South,Clothing,2025-04-01,193.36,103.73,0.04,4,89.63
ORD-005115,South,Furniture,2025-04-08,701.74,529.56,0.32,4,172.18
ORD-005116,South,Electronics,2025-04-15,209.23,124.53,0.22,1,84.7
ORD-005117,South,Furniture,2025-04-20,796.85,495.74,0.33,5,301.11
ORD-005118,South,Electronics,2025-04-28,1124.26,634.88,0.14,5,489.38
ORD-005119,South,Electronics,2025-04-23,694.6,476.54,0.11,3,218.06
ORD-005120,East,Electronics,2025-05-20,992.49,587.11,0.03,5,405.38
ORD-005121,East,Furniture,2025-05-19,510.39,336.03,0.31,3,174.36
ORD-005122,East,Groceries,2025-05-22,103.33,68.58,0.35,3,34.75
ORD-005123,East,Clothing,2025-05-18,313.27,165.33,0.27,5,147.94
ORD-005124,East,Clothing,2025-05-24,310.69,184.03,0.02,5,126.66
ORD-005125,East,Groceries,2025-05-22,121.32,100.1,0.11,3,21.22
ORD-005126,East,Furniture,2025-05-28,933.48,710.81,0.31,5,222.67
ORD-005127,East,Furniture,2025-05-08,344.72,240.38,0.2,2,104.34
ORD-005128,East,Furniture,2025-05-01,839.14,601.48,0.28,5,237.66
ORD-005129,East,Furniture,2025-05-06,552.43,410.24,0.04,3,142.19
ORD-005130,East,Furniture,2025-05-20,334.97,239.24,0.31,2,95.73
ORD-005131,East,Electronics,2025-05-04,763.7,512.11,0.32,4,251.59
ORD-005132,East,Clothing,2025-05-28,70.58,39.8,0.09,1,30.78
ORD-005133,East,Clothing,2025-05-19,245.52,146.92,0.15,4,98.6
ORD-005134,East,Furniture,2025-05-18,818.35,613.99,0.11,4,204.36
ORD-005135,East,Groceries,2025-05-09,30.66,24.32,0.34,1,6.34
ORD-005136,East,Groceries,2025-05-04,32.57,25.56,0.28,1,7.01
ORD-005137,East,Furniture,2025-05-01,180.56,111.46,0.1,1,69.1
ORD-005138,East,Clothing,2025-05-04,156.76,95.95,0.15,3,60.81
ORD-005139,East,Furniture,2025-05-26,513.25,391.67,0.14,3,121.58
ORD-005140,East,Furniture,2025-05-27,1040.55,683.3,0.32,5,357.25
ORD-005141,East,Furniture,2025-05-08,326.77,205.66,0.21,2,121.11
ORD-005142,East,Clothing,2025-05-23,355.22,187.69,0.29,5,167.53
ORD-005143,East,Clothing,2025-05-07,50.4,30.05,0.04,1,20.35
ORD-005144,East,Groceries,2025-05-26,90.96,74.07,0.28,3,16.89
ORD-005145,East,Clothing,2025-05-28,204.77,134.08,0.03,3,70.69
ORD-005146,East,Furniture,2025-05-16,600.3,442.63,0.17,4,157.67
ORD-005147,East,Furniture,2025-05-17,357.08,230.68,0.06,2,126.4
ORD-005148,East,Groceries,2025-05-22,71.7,54.97,0.23,2,16.73
ORD-005149,East,Electronics,2025-05-03,243.12,145.57,0.31,1,97.55
ORD-005150,East,Electronics,2025-05-17,202.82,136.53,0.33,1,66.29
ORD-005151,East,Furniture,2025-05-02,189.79,120.32,0.04,1,69.47
ORD-005152,East,Clothing,2025-05-03,178.85,104.75,0.16,3,74.1
ORD-005153,East,Groceries,2025-05-08,35.88,27.82,0.29,1,8.06
ORD-005154,East,Furniture,2025-05-18,447.37,296.85,0.04,2,150.52
ORD-005155,East,Clothing,2025-05-08,265.53,160.64,0.06,4,104.89
ORD-005156,East,Electronics,2025-05-13,438.37,297.08,0.11,2,141.29
ORD-005157,East,Electronics,2025-05-28,458.29,304.42,0.02,2,153.87
ORD-005158,East,Electronics,2025-05-09,718.0,501.99,0.07,3,216.01
ORD-005159,East,Clothing,2025-05-25,302.95,178.29,0.09,5,124.66
ORD-005160,East,Groceries,2025-05-08,70.26,48.13,0.19,2,22.13
ORD-005161,East,Electronics,2025-05-16,382.23,243.2,0.34,2,139.03
ORD-005162,East,Groceries,2025-05-23,145.32,117.2,0.19,5,28.12
ORD-005163,East,Electronics,2025-05-26,655.88,458.26,0.14,3,197.62
ORD-005164,East,Electronics,2025-05-22,1085.98,679.99,0.31,5,405.99
ORD-005165,East,Furniture,2025-05-01,171.26,106.65,0.17,1,64.61
ORD-005166,East,Electronics,2025-05-07,350.08,201.5,0.27,2,148.58
ORD-005167,East,Clothing,2025-05-06,198.33,109.32,0.18,3,89.01
ORD-005168,East,Clothing,2025-05-22,254.92,164.09,0.34,4,90.83
ORD-005169,East,Furniture,2025-05-19,940.14,631.96,0.16,4,308.18
ORD-005170,East,Electronics,2025-05-20,1061.69,593.28,0.15,5,468.41
ORD-005171,East,Electronics,2025-05-16,639.28,370.32,0.09,3,268.96
ORD-005172,East,Electronics,2025-05-17,717.38,479.58,0.22,3,237.8
ORD-005173,East,Furniture,2025-05-01,166.29,110.95,0.12,1,55.34
ORD-005174,East,Groceries,2025-05-05,144.81,115.53,0.32,4,29.28
ORD-005175,East,Furniture,2025-05-16,497.97,373.16,0.21,3,124.81
ORD-005176,East,Furniture,2025-05-09,653.78,481.84,0.03,4,171.94
ORD-005177,East,Furniture,2025-05-01,347.35,225.04,0.32,2,122.31
ORD-005178,East,Furniture,2025-05-13,612.8,428.83,0.12,4,183.97
ORD-005179,East,Furniture,2025-05-06,387.82,290.86,0.09,2,96.96
ORD-005180,East,Groceries,2025-05-25,77.08,50.37,0.2,2,26.71
ORD-005181,East,Groceries,2025-05-11,75.38,53.21,0.15,2,22.17
ORD-005182,East,Electronics,2025-05-07,453.11,286.02,0.09,2,167.09
ORD-005183,East,Groceries,2025-05-09,70.76,48.39,0.1,2,22.37
ORD-005184,East,Furniture,2025-05-02,474.67,361.31,0.11,3,113.36
ORD-005185,East,Clothing,2025-05-17,144.11,81.01,0.21,2,63.1
ORD-005186,East,Electronics,2025-05-01,880.83,552.31,0.08,3,328.52
ORD-005187,East,Groceries,2025-05-11,36.79,27.87,0.07,1,8.92
ORD-005188,East,Electronics,2025-05-19,475.59,321.02,0.04,2,154.57
ORD-005189,East,Electronics,2025-05-23,691.59,465.24,0.17,3,226.35
ORD-005190,East,Groceries,2025-05-11,149.68,107.97,0.25,5,41.71
ORD-005191,East,Electronics,2025-05-15,238.35,133.47,0.15,1,104.88
ORD-005192,East,Electronics,2025-05-27,706.53,475.23,0.16,3,231.3
ORD-005193,East,Electronics,2025-05-10,249.25,160.4,0.28,1,88.85
ORD-005194,East,Electronics,2025-05-01,219.81,138.36,0.01,1,81.45
ORD-005195,East,Furniture,2025-05-04,433.66,317.94,0.35,2,115.72
ORD-005196,East,Electronics,2025-05-07,835.34,567.77,0.18,4,267.57
ORD-005197,East,Furniture,2025-05-16,193.78,119.74,0.06,1,74.04
ORD-005198,East,Furniture,2025-05-14,381.48,291.39,0.24,2,90.09
ORD-005199,East,Groceries,2025-05-27,135.95,108.97,0.26,4,26.98
ORD-005200,East,Furniture,2025-05-19,807.42,599.01,0.25,4,208.41
ORD-005201,East,Electronics,2025-05-24,223.56,146.37,0.24,1,77.19
ORD-005202,East,Furniture,2025-05-05,204.22,133.57,0.09,1,70.65
ORD-005203,East,Electronics,2025-05-18,260.97,159.59,0.31,1,101.38
ORD-005204,East,Furniture,2025-05-26,812.17,521.74,0.27,4,290.43
ORD-005205,East,Furniture,2025-05-28,884.05,664.6,0.17,5,219.45
ORD-005206,East,Groceries,2025-05-06,106.95,71.48,0.28,3,35.47
ORD-005207,East,Electronics,2025-05-12,417.27,263.77,0.27,2,153.5
ORD-005208,East,Clothing,2025-05-04,113.81,66.4,0.21,2,47.41
ORD-005209,East,Electronics,2025-05-12,753.93,528.94,0.33,3,224.99
ORD-005210,East,Clothing,2025-05-03,133.53,73.44,0.24,2,60.09
ORD-005211,East,Electronics,2025-05-28,999.75,566.03,0.3,4,433.72
ORD-005212,East,Electronics,2025-05-01,631.09,446.96,0.09,3,184.13
ORD-005213,East,Furniture,2025-05-07,685.84,457.37,0.21,4,228.47
ORD-005214,East,Furniture,2025-05-27,193.93,141.19,0.17,1,52.74
ORD-005215,East,Electronics,2025-05-09,878.28,516.21,0.05,4,362.07
ORD-005216,East,Furniture,2025-05-04,812.48,571.14,0.28,4,241.34
ORD-005217,East,Electronics,2025-05-23,642.44,457.76,0.18,3,184.68
ORD-005218,East,Furniture,2025-05-19,615.03,419.06,0.13,4,195.97
ORD-005219,East,Groceries,2025-05-25,175.89,140.46,0.05,5,35.43
ORD-005220,East,Furniture,2025-05-13,794.38,610.19,0.29,4,184.19
ORD-005221,East,Groceries,2025-05-18,70.1,54.97,0.04,2,15.13
ORD-005222,East,Groceries,2025-05-01,94.49,73.2,0.03,3,21.29
ORD-005223,East,Electronics,2025-05-13,1289.54,892.92,0.07,5,396.62
ORD-005224,East,Furniture,2025-05-08,178.9,117.39,0.3,1,61.51
ORD-005225,East,Clothing,2025-05-26,61.51,34.25,0.01,1,27.26
ORD-005226,East,Furniture,2025-05-02,543.75,388.67,0.06,3,155.08
ORD-005227,East,Furniture,2025-05-17,1024.71,693.86,0.25,5,330.85
ORD-005228,East,Furniture,2025-05-03,317.77,194.88,0.16,2,122.89
ORD-005229,East,Clothing,2025-05-22,144.22,77.49,0.06,3,66.73
ORD-005230,East,Groceries,2025-05-09,111.34,73.66,0.28,3,37.68
ORD-005231,East,Furniture,2025-05-03,1196.42,877.28,0.17,5,319.14
ORD-005232,East,Groceries,2025-05-25,33.67,27.52,0.28,1,6.15
ORD-005233,East,Furniture,2025-05-22,535.48,376.79,0.18,3,158.69
ORD-005234,East,Clothing,2025-05-26,274.57,168.88,0.22,5,105.69
ORD-005235,East,Groceries,2025-05-13,113.41,77.64,0.02,3,35.77
ORD-005236,East,Electronics,2025-05-09,249.55,172.94,0.13,1,76.61
ORD-005237,East,Furniture,2025-05-22,785.88,576.51,0.29,4,209.37
ORD-005238,East,Furniture,2025-05-14,488.19,333.89,0.2,3,154.3
ORD-005239,East,Furniture,2025-05-13,714.77,440.42,0.06,5,274.35
ORD-005240,East,Furniture,2025-05-01,324.95,248.89,0.26,2,76.06
ORD-005241,East,Electronics,2025-05-13,446.75,296.4,0.34,2,150.35
ORD-005242,East,Furniture,2025-05-07,595.03,457.47,0.22,3,137.56
ORD-005243,East,Groceries,2025-05-21,162.49,119.95,0.33,5,42.54
ORD-005244,East,Groceries,2025-05-24,79.67,59.16,0.26,2,20.51
ORD-005245,East,Furniture,2025-05-22,526.19,389.87,0.15,3,136.32
ORD-005246,East,Clothing,2025-05-25,235.73,138.59,0.3,4,97.14
ORD-005247,East,Clothing,2025-05-14,371.58,230.92,0.24,5,140.66
ORD-005248,East,Electronics,2025-05-09,437.47,307.64,0.14,2,129.83
ORD-005249,East,Groceries,2025-05-14,167.15,130.36,0.02,5,36.79
ORD-005250,East,Electronics,2025-05-27,679.37,407.14,0.17,3,272.23
ORD-005251,West,Clothing,2025-05-10,58.72,35.33,0.22,1,23.39
ORD-005252,West,Groceries,2025-05-11,78.27,51.1,0.21,2,27.17
ORD-005253,West,Groceries,2025-05-02,122.79,94.51,0.28,3,28.28
ORD-005254,West,Electronics,2025-05-11,547.82,387.61,0.24,2,160.21
ORD-005255,West,Furniture,2025-05-25,660.96,506.91,0.08,4,154.05
ORD-005256,West,Electronics,2025-05-13,1012.13,695.88,0.19,4,316.25
ORD-005257,West,Electronics,2025-05-22,845.07,537.41,0.06,4,307.66
ORD-005258,West,Groceries,2025-05-19,236.16,185.33,0.18,5,50.83
ORD-005259,West,Electronics,2025-05-19,906.7,641.06,0.09,5,265.64
ORD-005260,West,Furniture,2025-05-16,180.68,130.7,0.27,1,49.98
ORD-005261,West,Clothing,2025-05-26,265.17,158.96,0.31,5,106.21
ORD-005262,West,Electronics,2025-05-07,432.12,290.59,0.24,2,141.53
ORD-005263,West,Electronics,2025-05-04,477.4,302.49,0.07,2,174.91
ORD-005264,West,Clothing,2025-05-27,113.84,73.48,0.35,2,40.36
ORD-005265,West,Clothing,2025-05-16,64.02,38.65,0.15,1,25.37
ORD-005266,West,Electronics,2025-05-19,1071.25,712.85,0.14,5,358.4
ORD-005267,West,Clothing,2025-05-23,294.17,174.51,0.13,5,119.66
ORD-005268,West,Furniture,2025-05-26,866.79,657.64,0.07,5,209.15
ORD-005269,West,Groceries,2025-05-13,90.25,70.33,0.27,3,19.92
ORD-005270,West,Clothing,2025-05-02,306.54,170.22,0.24,5,136.32
ORD-005271,West,Clothing,2025-05-09,127.2,72.15,0.12,2,55.05
ORD-005272,West,Furniture,2025-05-21,726.83,556.82,0.24,4,170.01
ORD-005273,West,Furniture,2025-05-07,511.39,388.85,0.18,3,122.54
ORD-005274,West,Electronics,2025-05-11,687.61,416.29,0.25,3,271.32
ORD-005275,West,Furniture,2025-05-23,191.06,137.36,0.33,1,53.7
ORD-005276,West,Furniture,2025-05-05,674.54,469.77,0.27,4,204.77
ORD-005277,West,Groceries,2025-05-20,79.75,55.54,0.08,2,24.21
ORD-005278,West,Electronics,2025-05-19,421.83,241.16,0.34,2,180.67
ORD-005279,West,Electronics,2025-05-07,183.47,106.88,0.01,1,76.59
ORD-005280,West,Electronics,2025-05-10,798.14,499.26,0.26,4,298.88
ORD-005281,West,Clothing,2025-05-23,252.08,149.81,0.04,4,102.27
ORD-005282,West,Electronics,2025-05-06,985.43,637.6,0.05,4,347.83
ORD-005283,West,Electronics,2025-05-25,858.27,501.78,0.31,4,356.49
ORD-005284,West,Clothing,2025-05-14,332.72,206.13,0.12,5,126.59
ORD-005285,West,Groceries,2025-05-22,109.76,84.71,0.35,3,25.05
ORD-005286,West,Electronics,2025-05-01,1068.17,630.71,0.24,5,437.46
ORD-005287,West,Furniture,2025-05-09,451.81,336.17,0.06,3,115.64
ORD-005288,West,Electronics,2025-05-13,1006.98,662.02,0.35,5,344.96
ORD-005289,West,Clothing,2025-05-17,58.67,39.03,0.31,1,19.64
ORD-005290,West,Groceries,2025-05-07,28.25,19.21,0.09,1,9.04
ORD-005291,West,Electronics,2025-05-25,1185.39,703.08,0.31,5,482.31
ORD-005292,West,Groceries,2025-05-07,143.52,113.67,0.34,4,29.85
ORD-005293,West,Clothing,2025-05-13,54.69,34.74,0.04,1,19.95
ORD-005294,West,Furniture,2025-05-25,1050.13,670.13,0.26,5,380.0
ORD-005295,West,Clothing,2025-05-08,109.94,62.4,0.35,2,47.54
ORD-005296,West,Electronics,2025-05-24,843.15,585.55,0.34,4,257.6
ORD-005297,West,Groceries,2025-05-24,110.92,77.29,0.11,3,33.63
ORD-005298,West,Clothing,2025-05-10,278.93,148.83,0.27,5,130.1
ORD-005299,West,Electronics,2025-05-10,185.25,118.62,0.31,1,66.63
ORD-005300,West,Clothing,2025-05-23,51.72,27.99,0.26,1,23.73
ORD-005301,West,Electronics,2025-05-24,814.68,490.32,0.27,3,324.36
ORD-005302,West,Furniture,2025-05-09,578.36,417.55,0.35,3,160.81
ORD-005303,West,Electronics,2025-05-20,993.98,593.37,0.22,4,400.61
ORD-005304,West,Clothing,2025-05-21,281.09,151.11,0.19,5,129.98
ORD-005305,West,Electronics,2025-05-23,934.81,547.1,0.27,5,387.71
ORD-005306,West,Furniture,2025-05-20,1092.99,754.35,0.19,5,338.64
ORD-005307,West,Groceries,2025-05-21,85.52,67.8,0.18,3,17.72
ORD-005308,West,Clothing,2025-05-17,140.0,89.61,0.0,2,50.39
ORD-005309,West,Groceries,2025-05-23,126.32,82.66,0.15,4,43.66
ORD-005310,West,Electronics,2025-05-11,455.85,285.27,0.34,2,170.58
ORD-005311,West,Electronics,2025-05-12,990.71,595.28,0.25,4,395.43
ORD-005312,West,Clothing,2025-05-20,104.77,67.11,0.35,2,37.66
ORD-005313,West,Electronics,2025-05-14,202.68,113.1,0.19,1,89.58
ORD-005314,West,Clothing,2025-05-06,62.33,39.67,0.02,1,22.66
ORD-005315,West,Electronics,2025-05-23,716.88,465.62,0.15,3,251.26
ORD-005316,West,Electronics,2025-05-23,1270.65,888.88,0.27,5,381.77
ORD-005317,West,Electronics,2025-05-18,916.84,636.54,0.21,4,280.3
ORD-005318,West,Electronics,2025-05-20,716.61,465.26,0.09,3,251.35
ORD-005319,West,Groceries,2025-05-15,111.84,77.61,0.1,3,34.23
ORD-005320,West,Furniture,2025-05-07,379.45,244.61,0.09,2,134.84
ORD-005321,West,Electronics,2025-05-11,1111.03,689.48,0.25,5,421.55
ORD-005322,West,Furniture,2025-05-20,665.09,456.4,0.03,4,208.69
ORD-005323,West,Furniture,2025-05-18,497.95,351.32,0.13,3,146.63
ORD-005324,West,Electronics,2025-05-27,998.22,563.57,0.04,4,434.65
ORD-005325,West,Groceries,2025-05-26,36.87,23.92,0.27,1,12.95
ORD-005326,West,Electronics,2025-05-01,237.84,148.35,0.13,1,89.49
ORD-005327,West,Clothing,2025-05-21,319.28,167.31,0.01,5,151.97
ORD-005328,West,Groceries,2025-05-06,73.79,49.19,0.08,2,24.6
ORD-005329,West,Furniture,2025-05-07,942.63,635.75,0.28,5,306.88
ORD-005330,West,Clothing,2025-05-08,337.16,221.57,0.04,5,115.59
ORD-005331,West,Clothing,2025-05-18,226.58,119.3,0.01,4,107.28
ORD-005332,West,Electronics,2025-05-03,1014.91,703.56,0.12,4,311.35
ORD-005333,West,Furniture,2025-05-08,857.79,641.26,0.29,5,216.53
ORD-005334,West,Furniture,2025-05-12,641.46,498.96,0.11,4,142.5
ORD-005335,West,Furniture,2025-05-13,657.5,439.11,0.33,4,218.39
ORD-005336,West,Electronics,2025-05-07,731.46,434.81,0.33,3,296.65
ORD-005337,West,Clothing,2025-05-26,281.05,172.17,0.2,4,108.88
ORD-005338,West,Furniture,2025-05-20,399.78,285.41,0.16,2,114.37
ORD-005339,West,Clothing,2025-05-05,132.53,79.16,0.19,2,53.37
ORD-005340,West,Furniture,2025-05-22,182.33,121.8,0.12,1,60.53
ORD-005341,West,Electronics,2025-05-04,226.06,152.97,0.28,1,73.09
ORD-005342,West,Electronics,2025-05-25,879.49,599.55,0.16,4,279.94
ORD-005343,West,Clothing,2025-05-10,111.3,62.2,0.24,2,49.1
ORD-005344,West,Groceries,2025-05-18,36.09,23.48,0.27,1,12.61
ORD-005345,West,Groceries,2025-05-12,84.97,55.86,0.06,3,29.11
ORD-005346,West,Electronics,2025-05-21,417.96,240.26,0.32,2,177.7
ORD-005347,West,Groceries,2025-05-17,154.56,124.71,0.08,5,29.85
ORD-005348,West,Groceries,2025-05-13,132.66,90.74,0.24,4,41.92
ORD-005349,West,Groceries,2025-05-13,78.85,55.36,0.3,2,23.49
ORD-005350,West,Electronics,2025-05-17,1329.0,741.82,0.33,5,587.18
ORD-005351,West,Groceries,2025-05-14,79.11,63.35,0.04,2,15.76
ORD-005352,West,Electronics,2025-05-20,406.94,269.93,0.2,2,137.01
ORD-005353,West,Clothing,2025-05-05,109.45,60.89,0.15,2,48.56
ORD-005354,West,Clothing,2025-05-24,245.29,149.45,0.1,4,95.84
ORD-005355,West,Furniture,2025-05-27,553.02,412.53,0.01,3,140.49
ORD-005356,West,Furniture,2025-05-19,172.85,123.19,0.3,1,49.66
ORD-005357,West,Groceries,2025-05-18,75.04,53.54,0.22,2,21.5
ORD-005358,West,Clothing,2025-05-12,62.97,34.48,0.0,1,28.49
ORD-005359,West,Furniture,2025-05-24,736.2,574.95,0.23,4,161.25
ORD-005360,West,Electronics,2025-05-19,1263.39,830.5,0.17,5,432.89
ORD-005361,West,Clothing,2025-05-01,59.19,32.25,0.14,1,26.94
ORD-005362,West,Groceries,2025-05-06,37.71,29.71,0.3,1,8.0
ORD-005363,West,Furniture,2025-05-11,640.31,463.6,0.29,4,176.71
ORD-005364,West,Electronics,2025-05-26,833.29,560.33,0.03,4,272.96
ORD-005365,West,Groceries,2025-05-15,118.24,85.11,0.1,3,33.13
ORD-005366,West,Electronics,2025-05-01,860.2,546.21,0.23,4,313.99
ORD-005367,West,Clothing,2025-05-17,389.27,227.56,0.23,5,161.71
ORD-005368,West,Clothing,2025-05-10,245.46,156.44,0.3,5,89.02
ORD-005369,West,Clothing,2025-05-12,192.82,125.86,0.29,3,66.96
ORD-005370,West,Groceries,2025-05-26,128.81,88.11,0.19,3,40.7
ORD-005371,West,Clothing,2025-05-22,245.47,146.39,0.35,5,99.08
ORD-005372,West,Furniture,2025-05-04,458.7,309.0,0.09,3,149.7
ORD-005373,West,Clothing,2025-05-27,103.57,59.65,0.16,2,43.92
ORD-005374,West,Clothing,2025-05-12,260.12,162.22,0.34,4,97.9
ORD-005375,West,Electronics,2025-05-17,241.18,142.51,0.29,1,98.67
ORD-005376,West,Furniture,2025-05-04,172.45,106.51,0.28,1,65.94
ORD-005377,West,Clothing,2025-05-23,119.78,69.14,0.33,2,50.64
ORD-005378,West,Groceries,2025-05-10,65.2,51.87,0.17,2,13.33
ORD-005379,West,Electronics,2025-05-10,243.93,163.18,0.27,1,80.75
